EXTRA,DATA_TYPE,COLUMN_KEY,COLUMN_TYPE,IS_NULLABLE,TABLE_SCHEMA,PRIVILEGES,TABLE_NAME,NUMERIC_SCALE,TABLE_CATALOG,COLUMN_NAME,COLUMN_COMMENT,COLUMN_DEFAULT,ORDINAL_POSITION,COLLATION_NAME,NUMERIC_PRECISION,DATETIME_PRECISION,CHARACTER_SET_NAME,CHARACTER_OCTET_LENGTH,CHARACTER_MAXIMUM_LENGTH
<blank>,int,<blank>,int(11),YES,top-job-contest,"select,insert,update,references",tf_contest_payment,0,def,bill_country_id,<blank>,NULL,20,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(20),YES,top-job-contest,"select,insert,update,references",tf_contest_payment,NULL,def,bill_zipcode,<blank>,NULL,21,latin1_swedish_ci,NULL,NULL,latin1,20,20
<blank>,tinyint,<blank>,tinyint(1),NO,top-job-contest,"select,insert,update,references",tf_contest_payment,0,def,payment_iscancel,<blank>,0,22,NULL,3,NULL,NULL,NULL,NULL
<blank>,text,<blank>,text,YES,top-job-contest,"select,insert,update,references",tf_contest_payment,NULL,def,payment_cancel_remark,<blank>,NULL,23,latin1_swedish_ci,NULL,NULL,latin1,65535,65535
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_contest_payment,0,def,created_by,<blank>,NULL,24,NULL,10,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,NO,top-job-contest,"select,insert,update,references",tf_contest_payment,NULL,def,created_date,<blank>,NULL,25,NULL,NULL,0,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_contest_payment,0,def,updated_by,<blank>,NULL,26,NULL,10,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,NO,top-job-contest,"select,insert,update,references",tf_contest_payment,NULL,def,updated_date,<blank>,NULL,27,NULL,NULL,0,NULL,NULL,NULL
auto_increment,int,PRI,int(11),NO,top-job-contest,"select,insert,update,references",tf_contest_plan,0,def,contest_plan_id,<blank>,NULL,1,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_contest_plan,NULL,def,contest_plan_title,<blank>,NULL,2,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,longtext,<blank>,longtext,NO,top-job-contest,"select,insert,update,references",tf_contest_plan,NULL,def,contest_plan_description,<blank>,NULL,3,latin1_swedish_ci,NULL,NULL,latin1,4294967295,4294967295
<blank>,double,<blank>,double,NO,top-job-contest,"select,insert,update,references",tf_contest_plan,NULL,def,contest_plan_amount,>= 0,NULL,4,NULL,22,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_contest_plan,NULL,def,contest_plan_image,<blank>,NULL,5,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,tinyint,<blank>,tinyint(1),NO,top-job-contest,"select,insert,update,references",tf_contest_plan,0,def,contest_plan_ispublish,"0 = no, 1 = yes",1,6,NULL,3,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_contest_plan,0,def,contest_duration,>=1,NULL,7,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_contest_plan,0,def,disc_space,>=1,NULL,8,NULL,10,NULL,NULL,NULL,NULL
<blank>,tinyint,<blank>,tinyint(1),NO,top-job-contest,"select,insert,update,references",tf_contest_plan,0,def,multiple_judge_round,"0 = no, 1 = yes",1,9,NULL,3,NULL,NULL,NULL,NULL
<blank>,tinyint,<blank>,tinyint(1),NO,top-job-contest,"select,insert,update,references",tf_contest_plan,0,def,allow_public_voting,"0 = no, 1 = yes",1,10,NULL,3,NULL,NULL,NULL,NULL
<blank>,tinyint,<blank>,tinyint(1),NO,top-job-contest,"select,insert,update,references",tf_contest_plan,0,def,custom_template,"0 = no, 1 = yes",1,11,NULL,3,NULL,NULL,NULL,NULL
<blank>,tinyint,<blank>,tinyint(1),NO,top-job-contest,"select,insert,update,references",tf_contest_plan,0,def,custom_banner_color,<blank>,NULL,12,NULL,3,NULL,NULL,NULL,NULL
<blank>,tinyint,<blank>,tinyint(11),NO,top-job-contest,"select,insert,update,references",tf_contest_plan,0,def,custom_domain,"0 = no, 1 = yes",1,13,NULL,3,NULL,NULL,NULL,NULL
<blank>,tinyint,<blank>,tinyint(1),NO,top-job-contest,"select,insert,update,references",tf_contest_plan,0,def,multiple_language,"0 = no, 1 = yes",1,14,NULL,3,NULL,NULL,NULL,NULL
<blank>,tinyint,<blank>,tinyint(1),NO,top-job-contest,"select,insert,update,references",tf_contest_plan,0,def,technical_support,"(1 = Email), (2 = Email, Phone), (3 = Ticket System, Email, Telephone)",NULL,15,NULL,3,NULL,NULL,NULL,NULL
<blank>,tinyint,<blank>,tinyint(1),NO,top-job-contest,"select,insert,update,references",tf_contest_plan,0,def,allow_messenging,"0 = no, 1 = yes",1,16,NULL,3,NULL,NULL,NULL,NULL
<blank>,tinyint,<blank>,tinyint(1),NO,top-job-contest,"select,insert,update,references",tf_contest_plan,0,def,download_entrant_data,"0 = no, 1 = yes",1,17,NULL,3,NULL,NULL,NULL,NULL
<blank>,tinyint,<blank>,tinyint(1),NO,top-job-contest,"select,insert,update,references",tf_contest_plan,0,def,allow_moderation,"0 = no, 1 = yes",1,18,NULL,3,NULL,NULL,NULL,NULL
<blank>,tinyint,<blank>,tinyint(1),NO,top-job-contest,"select,insert,update,references",tf_contest_plan,0,def,allow_entrant_voting,"0 = no, 1 = yes",1,19,NULL,3,NULL,NULL,NULL,NULL
<blank>,tinyint,<blank>,tinyint(1),NO,top-job-contest,"select,insert,update,references",tf_contest_plan,0,def,contest_plan_isactive,"0 = inactive, 1 = active",1,20,NULL,3,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_contest_plan,0,def,created_by,<blank>,NULL,21,NULL,10,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,NO,top-job-contest,"select,insert,update,references",tf_contest_plan,NULL,def,created_date,<blank>,NULL,22,NULL,NULL,0,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_contest_plan,0,def,updated_by,<blank>,NULL,23,NULL,10,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,NO,top-job-contest,"select,insert,update,references",tf_contest_plan,NULL,def,updated_date,<blank>,NULL,24,NULL,NULL,0,NULL,NULL,NULL
<blank>,enum,<blank>,"enum('0','1')",NO,top-job-contest,"select,insert,update,references",tf_contest_plan,NULL,def,allow_ecommerce,<blank>,0,25,latin1_swedish_ci,NULL,NULL,latin1,1,1
<blank>,enum,<blank>,"enum('0','1')",NO,top-job-contest,"select,insert,update,references",tf_contest_plan,NULL,def,allow_sponsorship,<blank>,0,26,latin1_swedish_ci,NULL,NULL,latin1,1,1
<blank>,enum,<blank>,"enum('0','1')",NO,top-job-contest,"select,insert,update,references",tf_contest_plan,NULL,def,allow_voter_groups,<blank>,0,27,latin1_swedish_ci,NULL,NULL,latin1,1,1
auto_increment,int,PRI,int(11),NO,top-job-contest,"select,insert,update,references",tf_contest_visits,0,def,contest_visits_id,<blank>,NULL,1,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_contest_visits,0,def,contest_id,<blank>,NULL,2,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_contest_visits,0,def,total_visits,<blank>,NULL,3,NULL,10,NULL,NULL,NULL,NULL
<blank>,date,<blank>,date,NO,top-job-contest,"select,insert,update,references",tf_contest_visits,NULL,def,visit_date,<blank>,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL
auto_increment,int,PRI,int(11),NO,top-job-contest,"select,insert,update,references",tf_country,0,def,country_id,<blank>,NULL,1,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),YES,top-job-contest,"select,insert,update,references",tf_country,NULL,def,country_name,<blank>,NULL,2,utf8_general_ci,NULL,NULL,utf8,765,255
<blank>,varchar,<blank>,varchar(255),YES,top-job-contest,"select,insert,update,references",tf_country,NULL,def,country_abbr,<blank>,NULL,3,utf8_general_ci,NULL,NULL,utf8,765,255
auto_increment,int,PRI,int(11),NO,top-job-contest,"select,insert,update,references",tf_currency,0,def,currency_id,<blank>,NULL,1,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_currency,NULL,def,currency_name,<blank>,NULL,2,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,varchar,<blank>,varchar(25),NO,top-job-contest,"select,insert,update,references",tf_currency,NULL,def,currency_symbol,<blank>,NULL,3,latin1_swedish_ci,NULL,NULL,latin1,25,25
<blank>,tinyint,<blank>,tinyint(1),NO,top-job-contest,"select,insert,update,references",tf_currency,0,def,currency_isactive,<blank>,1,4,NULL,3,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_currency,0,def,created_by,<blank>,NULL,5,NULL,10,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,NO,top-job-contest,"select,insert,update,references",tf_currency,NULL,def,created_date,<blank>,NULL,6,NULL,NULL,0,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_currency,0,def,updated_by,<blank>,NULL,7,NULL,10,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,NO,top-job-contest,"select,insert,update,references",tf_currency,NULL,def,updated_date,<blank>,NULL,8,NULL,NULL,0,NULL,NULL,NULL
auto_increment,bigint,PRI,bigint(20),NO,top-job-contest,"select,insert,update,references",tf_division,0,def,division_id,<blank>,NULL,1,NULL,19,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_division,0,def,contest_id,<blank>,NULL,2,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_division,NULL,def,division_name,<blank>,NULL,3,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,float,<blank>,"float(8,2)",NO,top-job-contest,"select,insert,update,references",tf_division,2,def,division_price,<blank>,0.00,4,NULL,8,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_division,0,def,allowded_categories,<blank>,1,5,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_division,0,def,created_by,<blank>,NULL,6,NULL,10,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,NO,top-job-contest,"select,insert,update,references",tf_division,NULL,def,created_date,<blank>,NULL,7,NULL,NULL,0,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_division,0,def,updated_by,<blank>,NULL,8,NULL,10,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,NO,top-job-contest,"select,insert,update,references",tf_division,NULL,def,updated_date,<blank>,NULL,9,NULL,NULL,0,NULL,NULL,NULL
auto_increment,bigint,PRI,bigint(20),NO,top-job-contest,"select,insert,update,references",tf_division_category,0,def,division_category_id,<blank>,NULL,1,NULL,19,NULL,NULL,NULL,NULL
<blank>,int,MUL,int(11),NO,top-job-contest,"select,insert,update,references",tf_division_category,0,def,division_id,<blank>,NULL,2,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_division_category,NULL,def,category_name,<blank>,NULL,3,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,float,<blank>,"float(8,2)",NO,top-job-contest,"select,insert,update,references",tf_division_category,2,def,category_price,<blank>,0.00,4,NULL,8,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(50),YES,top-job-contest,"select,insert,update,references",tf_division_category,NULL,def,multipub_product_code,<blank>,NULL,5,latin1_swedish_ci,NULL,NULL,latin1,50,50
<blank>,varchar,<blank>,varchar(50),YES,top-job-contest,"select,insert,update,references",tf_division_category,NULL,def,multipub_priority_code,<blank>,NULL,6,latin1_swedish_ci,NULL,NULL,latin1,50,50
<blank>,varchar,<blank>,varchar(50),YES,top-job-contest,"select,insert,update,references",tf_division_category,NULL,def,multipub_promocode_code,<blank>,NULL,7,latin1_swedish_ci,NULL,NULL,latin1,50,50
<blank>,varchar,<blank>,varchar(50),YES,top-job-contest,"select,insert,update,references",tf_division_category,NULL,def,multipub_product_code_early,<blank>,NULL,8,latin1_swedish_ci,NULL,NULL,latin1,50,50
<blank>,varchar,<blank>,varchar(50),YES,top-job-contest,"select,insert,update,references",tf_division_category,NULL,def,multipub_priority_code_early,<blank>,NULL,9,latin1_swedish_ci,NULL,NULL,latin1,50,50
<blank>,varchar,<blank>,varchar(50),YES,top-job-contest,"select,insert,update,references",tf_division_category,NULL,def,multipub_promocode_code_early,<blank>,NULL,10,latin1_swedish_ci,NULL,NULL,latin1,50,50
<blank>,int,<blank>,int(11),YES,top-job-contest,"select,insert,update,references",tf_division_category,0,def,category_order,<blank>,1,11,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_division_category,0,def,created_by,<blank>,NULL,12,NULL,10,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,NO,top-job-contest,"select,insert,update,references",tf_division_category,NULL,def,created_date,<blank>,NULL,13,NULL,NULL,0,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_division_category,0,def,updated_by,<blank>,NULL,14,NULL,10,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,NO,top-job-contest,"select,insert,update,references",tf_division_category,NULL,def,updated_date,<blank>,NULL,15,NULL,NULL,0,NULL,NULL,NULL
auto_increment,bigint,PRI,bigint(20),NO,top-job-contest,"select,insert,update,references",tf_division_category_language_text,0,def,division_category_language_text_id,<blank>,NULL,1,NULL,19,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_division_category_language_text,0,def,division_category_id,<blank>,NULL,2,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_division_category_language_text,0,def,language_id,<blank>,NULL,3,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),YES,top-job-contest,"select,insert,update,references",tf_division_category_language_text,NULL,def,category_name,<blank>,NULL,4,utf8_swedish_ci,NULL,NULL,utf8,765,255
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_division_category_language_text,0,def,created_by,<blank>,NULL,5,NULL,10,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,NO,top-job-contest,"select,insert,update,references",tf_division_category_language_text,NULL,def,created_date,<blank>,NULL,6,NULL,NULL,0,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_division_category_language_text,0,def,updated_by,<blank>,NULL,7,NULL,10,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,NO,top-job-contest,"select,insert,update,references",tf_division_category_language_text,NULL,def,updated_date,<blank>,NULL,8,NULL,NULL,0,NULL,NULL,NULL
auto_increment,bigint,PRI,bigint(20),NO,top-job-contest,"select,insert,update,references",tf_division_language_text,0,def,division_language_text_id,<blank>,NULL,1,NULL,19,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_division_language_text,0,def,division_id,<blank>,NULL,2,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_division_language_text,0,def,language_id,<blank>,NULL,3,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_division_language_text,NULL,def,division_name,<blank>,NULL,4,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_division_language_text,0,def,created_by,<blank>,NULL,5,NULL,10,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,NO,top-job-contest,"select,insert,update,references",tf_division_language_text,NULL,def,created_date,<blank>,NULL,6,NULL,NULL,0,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_division_language_text,0,def,updated_by,<blank>,NULL,7,NULL,10,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,NO,top-job-contest,"select,insert,update,references",tf_division_language_text,NULL,def,updated_date,<blank>,NULL,8,NULL,NULL,0,NULL,NULL,NULL
auto_increment,int,PRI,int(11),NO,top-job-contest,"select,insert,update,references",tf_email_design_template,0,def,email_design_template_id,<blank>,NULL,1,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_email_design_template,NULL,def,email_design_template_name,<blank>,NULL,2,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_email_design_template,NULL,def,email_design_template_thumb,<blank>,NULL,3,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_email_design_template,NULL,def,email_design_template_folder,<blank>,NULL,4,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_email_design_template,NULL,def,email_design_template_file,<blank>,NULL,5,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,tinyint,<blank>,tinyint(1),NO,top-job-contest,"select,insert,update,references",tf_email_design_template,0,def,email_design_template_isactive,<blank>,NULL,6,NULL,3,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_email_design_template,0,def,created_by,<blank>,NULL,7,NULL,10,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,NO,top-job-contest,"select,insert,update,references",tf_email_design_template,NULL,def,created_date,<blank>,NULL,8,NULL,NULL,0,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_email_design_template,0,def,updated_by,<blank>,NULL,9,NULL,10,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,NO,top-job-contest,"select,insert,update,references",tf_email_design_template,NULL,def,updated_date,<blank>,NULL,10,NULL,NULL,0,NULL,NULL,NULL
auto_increment,int,PRI,int(11),NO,top-job-contest,"select,insert,update,references",tf_email_notification,0,def,email_notification_id,<blank>,NULL,1,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_email_notification,0,def,audience_id,<blank>,NULL,2,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_email_notification,0,def,client_id,<blank>,NULL,3,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_email_notification,0,def,contest_id,<blank>,NULL,4,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_email_notification,0,def,email_design_template_id,<blank>,NULL,5,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_email_notification,0,def,email_template_id,<blank>,NULL,6,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_email_notification,NULL,def,email_title,<blank>,NULL,7,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,text,<blank>,text,NO,top-job-contest,"select,insert,update,references",tf_email_notification,NULL,def,email_external_addresses,<blank>,NULL,8,latin1_swedish_ci,NULL,NULL,latin1,65535,65535
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_email_notification,NULL,def,email_subject,<blank>,NULL,9,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,longtext,<blank>,longtext,NO,top-job-contest,"select,insert,update,references",tf_email_notification,NULL,def,email_body,<blank>,NULL,10,latin1_swedish_ci,NULL,NULL,latin1,4294967295,4294967295
<blank>,longtext,<blank>,longtext,NO,top-job-contest,"select,insert,update,references",tf_email_notification,NULL,def,email_body_antispam,<blank>,NULL,11,latin1_swedish_ci,NULL,NULL,latin1,4294967295,4294967295
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_email_notification,NULL,def,email_reply_to,<blank>,NULL,12,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_email_notification,0,def,email_send_later,<blank>,NULL,13,NULL,10,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,NO,top-job-contest,"select,insert,update,references",tf_email_notification,NULL,def,email_send_date,<blank>,NULL,14,NULL,NULL,0,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_email_notification,0,def,email_send_bcc,<blank>,NULL,15,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_email_notification,NULL,def,email_bcc_address,<blank>,NULL,16,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_email_notification,0,def,email_send_test,<blank>,NULL,17,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_email_notification,NULL,def,email_test_address,<blank>,NULL,18,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,tinyint,<blank>,tinyint(1),NO,top-job-contest,"select,insert,update,references",tf_email_notification,0,def,email_send_status,<blank>,0,19,NULL,3,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,NO,top-job-contest,"select,insert,update,references",tf_email_notification,NULL,def,email_send_status_date,<blank>,NULL,20,NULL,NULL,0,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_email_notification,0,def,created_by,<blank>,NULL,21,NULL,10,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,NO,top-job-contest,"select,insert,update,references",tf_email_notification,NULL,def,created_date,<blank>,NULL,22,NULL,NULL,0,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_email_notification,0,def,updated_by,<blank>,NULL,23,NULL,10,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,NO,top-job-contest,"select,insert,update,references",tf_email_notification,NULL,def,updated_date,<blank>,NULL,24,NULL,NULL,0,NULL,NULL,NULL
auto_increment,int,PRI,int(11),NO,top-job-contest,"select,insert,update,references",tf_email_send_cron,0,def,email_send_cron_id,<blank>,NULL,1,NULL,10,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,NO,top-job-contest,"select,insert,update,references",tf_email_send_cron,NULL,def,email_send_date,<blank>,NULL,2,NULL,NULL,0,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,YES,top-job-contest,"select,insert,update,references",tf_email_send_cron,NULL,def,email_send_end_date,<blank>,NULL,3,NULL,NULL,0,NULL,NULL,NULL
auto_increment,int,PRI,int(11),NO,top-job-contest,"select,insert,update,references",tf_email_send_cron_detail,0,def,email_send_cron_detail_id,<blank>,NULL,1,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_email_send_cron_detail,0,def,email_send_cron_id,<blank>,NULL,2,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_email_send_cron_detail,NULL,def,email_type,<blank>,NULL,3,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_email_send_cron_detail,NULL,def,email_templates_name,<blank>,NULL,4,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,datetime,<blank>,datetime,NO,top-job-contest,"select,insert,update,references",tf_email_send_cron_detail,NULL,def,email_send_detail_date,<blank>,NULL,5,NULL,NULL,0,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_email_send_cron_detail,0,def,total_mails,<blank>,NULL,6,NULL,10,NULL,NULL,NULL,NULL
auto_increment,int,PRI,int(11),NO,top-job-contest,"select,insert,update,references",tf_email_target_audience,0,def,email_target_audience_id,<blank>,NULL,1,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_email_target_audience,0,def,email_notification_id,<blank>,NULL,2,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_email_target_audience,0,def,user_id,<blank>,NULL,3,NULL,10,NULL,NULL,NULL,NULL
auto_increment,int,PRI,int(11),NO,top-job-contest,"select,insert,update,references",tf_email_templates,0,def,email_templates_id,<blank>,NULL,1,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,top-job-contest,"select,insert,update,references",tf_email_templates,0,def,client_id,<blank>,NULL,2,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_email_templates,NULL,def,email_templates_name,<blank>,NULL,3,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_email_templates,NULL,def,email_templates_description,<blank>,NULL,4,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_email_templates,NULL,def,email_from,<blank>,NULL,5,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_email_templates,NULL,def,email_to,<blank>,NULL,6,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_email_templates,NULL,def,email_cc,<blank>,NULL,7,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_email_templates,NULL,def,email_bcc,<blank>,NULL,8,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_email_templates,NULL,def,email_reply_to,<blank>,NULL,9,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,varchar,<blank>,varchar(255),NO,top-job-contest,"select,insert,update,references",tf_email_templates,NULL,def,email_subject,<blank>,NULL,10,latin1_swedish_ci,NULL,NULL,latin1,255,255
<blank>,longtext,<blank>,longtext,NO,top-job-contest,"select,insert,update,references",tf_email_templates,NULL,def,email_body,<blank>,NULL,11,latin1_swedish_ci,NULL,NULL,latin1,4294967295,4294967295
